z,n,a,symbol,training_measurement_fm,training_measurement_unc_fm,nuclr_prediction_fm,nuclr_seed_std_fm,nuclr_model_count,nuclr_prediction_kind,interval_kind,interval68_half_width_fm,interval68_lower_fm,interval68_upper_fm,interval95_half_width_fm,interval95_lower_fm,interval95_upper_fm,external_measurement_fm,external_measurement_unc_fm,external_source_key,external_source_doi,training_status
80,125,205,Hg,5.4776,0.0038,5.4689193,0.0009947243,4,measured_target_oof_4_models,heldout_test_aggregate,0.009687992569,5.459231307,5.478607293,0.02065820159,5.448261098,5.489577502,,,,,
80,126,206,Hg,5.4837,0.004,5.480466,0.0010229122,4,measured_target_oof_4_models,heldout_test_aggregate,0.01175187876,5.468714121,5.492217879,0.02464514078,5.455820859,5.505111141,,,,,
80,127,207,Hg,,,5.4843073,0.0020015188,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01269861781,5.471608682,5.497005918,0.02731567276,5.456991627,5.511622973,,,,,
80,128,208,Hg,,,5.5195737,0.0023548468,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01251467263,5.507059027,5.532088373,0.02670183169,5.492871868,5.546275532,,,,,
80,129,209,Hg,,,5.5148673,0.0020599267,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009715593919,5.505151706,5.524582894,0.02049668816,5.494370612,5.535363988,,,,,
80,130,210,Hg,,,5.5306535,0.0014372421,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01215247185,5.518501028,5.542805972,0.0261402636,5.504513236,5.556793764,,,,,
80,131,211,Hg,,,5.545708,0.002103054,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01084924123,5.534858759,5.556557241,0.02306387505,5.522644125,5.568771875,,,,,
80,132,212,Hg,,,5.556287,0.0018890394,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01287518244,5.543411818,5.569162182,0.02704817252,5.529238827,5.583335173,,,,,
80,133,213,Hg,,,5.5649314,0.0017206424,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01303989686,5.551891503,5.577971297,0.02679758384,5.538133816,5.591728984,,,,,
80,134,214,Hg,,,5.5679235,0.0022214788,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01325551643,5.554667984,5.581179016,0.02782255826,5.540100942,5.595746058,,,,,
80,135,215,Hg,,,5.58486,0.0019966196,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01306508503,5.571794915,5.597925085,0.02713848766,5.557721512,5.611998488,,,,,
80,136,216,Hg,,,5.5910335,0.0022277508,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01353443404,5.577499066,5.604567934,0.02902980848,5.562003692,5.620063308,,,,,
81,95,176,Tl,,,5.30329,0.0022314156,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01620486305,5.287085137,5.319494863,0.03382368354,5.269466316,5.337113684,,,,,
81,96,177,Tl,,,5.310408,0.0014769513,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0158672889,5.294540711,5.326275289,0.03319865345,5.277209347,5.343606653,,,,,
81,97,178,Tl,,,5.332562,0.0016815091,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01533519733,5.317226803,5.347897197,0.03235593301,5.300206067,5.364917933,,,,,
81,98,179,Tl,,,5.340627,0.0023604415,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01598130538,5.324645695,5.356608305,0.0346264157,5.306000584,5.375253416,,,,,
81,99,180,Tl,,,5.350669,0.0016883044,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01530405576,5.335364944,5.365973056,0.0313579399,5.31931106,5.38202694,,,,,
81,100,181,Tl,,,5.3605447,0.0018865413,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01791059054,5.342634109,5.378455291,0.03689834084,5.323646359,5.397443041,,,,,
81,101,182,Tl,,,5.37377,0.0029328638,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01849389145,5.355276109,5.392263891,0.03816291358,5.335607086,5.411932914,,,,,
81,102,183,Tl,,,5.3720436,0.0016274726,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01873958723,5.353304013,5.390783187,0.03974599509,5.332297605,5.411789595,,,,,
81,103,184,Tl,,,5.388594,0.002465634,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01885403202,5.369739968,5.407448032,0.04125367527,5.347340325,5.429847675,,,,,
81,104,185,Tl,,,5.3942847,0.0018459038,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0167900556,5.377494644,5.411074756,0.03574143714,5.358543263,5.430026137,,,,,
81,105,186,Tl,,,5.4039664,0.0021232828,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01644454224,5.387521858,5.420410942,0.03500558438,5.368960816,5.438971984,,,,,
81,106,187,Tl,,,5.400562,0.0016135484,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01960769644,5.380954304,5.420169696,0.04256596996,5.35799603,5.44312797,,,,,
81,107,188,Tl,5.4017,0.0072,5.415224,0.00053896994,4,measured_target_oof_4_models,heldout_test_aggregate,0.01623381456,5.398990185,5.431457815,0.03473091154,5.380493088,5.449954912,,,,,
81,108,189,Tl,,,5.412719,0.0014586404,40,unmeasured_target_40_models,extrapolation_model_estimate,0.016379993,5.396339007,5.429098993,0.03415302667,5.378565973,5.446872027,,,,,
81,109,190,Tl,5.4121,0.0056,5.404974,0.0011080655,4,measured_target_oof_4_models,heldout_test_aggregate,0.01538993602,5.389584064,5.420363936,0.03373191592,5.371242084,5.438705916,,,,,
81,110,191,Tl,5.4169,0.0048,5.415965,0.0012465593,4,measured_target_oof_4_models,heldout_test_aggregate,0.01397455246,5.401990448,5.429939552,0.02822937329,5.387735627,5.444194373,,,,,
81,111,192,Tl,5.4191,0.0051,5.414896,0.0010329278,4,measured_target_oof_4_models,heldout_test_aggregate,0.01016166513,5.404734335,5.425057665,0.02149453428,5.393401466,5.436390534,,,,,
81,112,193,Tl,5.4243,0.0042,5.423318,0.0010039606,4,measured_target_oof_4_models,heldout_test_aggregate,0.01095347706,5.412364523,5.434271477,0.02479231101,5.398525689,5.448110311,,,,,
81,113,194,Tl,5.4259,0.0046,5.424138,0.0008016794,4,measured_target_oof_4_models,heldout_test_aggregate,0.01043039318,5.413707607,5.434568393,0.02247647467,5.401661525,5.446614475,,,,,
81,114,195,Tl,5.4325,0.0039,5.434911,0.00087741856,4,measured_target_oof_4_models,heldout_test_aggregate,0.01053429103,5.424376709,5.445445291,0.02158666905,5.413324331,5.456497669,,,,,
81,115,196,Tl,5.4327,0.0042,5.4403505,0.00085312413,4,measured_target_oof_4_models,heldout_test_aggregate,0.009736163007,5.430614337,5.450086663,0.02040026872,5.419950231,5.460750769,,,,,
81,116,197,Tl,5.4388,0.0036,5.4423933,0.0009790736,4,measured_target_oof_4_models,heldout_test_aggregate,0.01105646789,5.431336832,5.453449768,0.02226780606,5.420125494,5.464661106,,,,,
81,117,198,Tl,5.4396,0.0036,5.4502106,0.0016237731,4,measured_target_oof_4_models,heldout_test_aggregate,0.00846843993,5.44174216,5.45867904,0.01845204745,5.431758553,5.468662647,,,,,
81,118,199,Tl,5.4479,0.0031,5.4452376,0.00010313756,4,measured_target_oof_4_models,heldout_test_aggregate,0.008252662454,5.436984938,5.453490262,0.01677827364,5.428459326,5.462015874,,,,,
81,119,200,Tl,5.4491,0.0031,5.45101,0.00036970625,4,measured_target_oof_4_models,heldout_test_aggregate,0.005873920849,5.445136079,5.456883921,0.01285266941,5.438157331,5.463862669,,,,,
81,120,201,Tl,5.4573,0.0029,5.460821,0.0008481978,4,measured_target_oof_4_models,heldout_test_aggregate,0.006644836083,5.454176164,5.467465836,0.0147748047,5.446046195,5.475595805,,,,,
81,121,202,Tl,5.4595,0.0027,5.45316,0.0012086281,4,measured_target_oof_4_models,heldout_test_aggregate,0.006186823969,5.446973176,5.459346824,0.01357211622,5.439587884,5.466732116,,,,,
81,122,203,Tl,5.4666,0.0027,5.4630604,0.0003317042,4,measured_target_oof_4_models,heldout_test_aggregate,0.006683706946,5.456376693,5.469744107,0.01480635518,5.448254045,5.477866755,,,,,
81,123,204,Tl,5.4704,0.0028,5.4736996,0.00034083694,4,measured_target_oof_4_models,heldout_test_aggregate,0.008151084981,5.465548515,5.481850685,0.01611870109,5.457580899,5.489818301,,,,,
81,124,205,Tl,5.4759,0.0026,5.47086,0.0006997989,4,measured_target_oof_4_models,heldout_test_aggregate,0.01017142266,5.460688577,5.481031423,0.02157167539,5.449288325,5.492431675,,,,,
81,125,206,Tl,,,5.4701204,0.0015615727,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009160461306,5.460959939,5.479280861,0.02027246785,5.449847932,5.490392868,,,,,
81,126,207,Tl,5.4853,0.0027,5.476166,0.0009400904,4,measured_target_oof_4_models,heldout_test_aggregate,0.009539890252,5.46662611,5.48570589,0.02024591984,5.45592008,5.49641192,,,,,
81,127,208,Tl,5.4946,0.0028,5.476608,0.0018440069,4,measured_target_oof_4_models,heldout_test_aggregate,0.01065094047,5.46595706,5.48725894,0.02242264114,5.454185359,5.499030641,,,,,
81,128,209,Tl,,,5.5163064,0.0024117115,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01263836906,5.503668031,5.528944769,0.02786764401,5.488438756,5.544174044,,,,,
81,129,210,Tl,,,5.515523,0.002396435,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01259470154,5.502928298,5.528117702,0.02722654402,5.488296456,5.542749544,,,,,
81,130,211,Tl,,,5.527532,0.0022044065,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01276823849,5.514763762,5.540300238,0.02719358869,5.500338411,5.554725589,,,,,
81,131,212,Tl,,,5.5440435,0.0022330685,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01082575994,5.53321774,5.55486926,0.02269460618,5.521348894,5.566738106,,,,,
81,132,213,Tl,,,5.555774,0.00206348,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01250788923,5.543266111,5.568281889,0.02690602256,5.528867977,5.582680023,,,,,
81,133,214,Tl,,,5.562964,0.0020791525,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01231557966,5.55064842,5.57527958,0.02594712893,5.537016871,5.588911129,,,,,
81,134,215,Tl,,,5.5660863,0.002061309,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01307367903,5.553012621,5.579159979,0.0278393632,5.538246937,5.593925663,,,,,
81,135,216,Tl,,,5.5832853,0.002027759,40,unmeasured_target_40_models,extrapolation_model_estimate,0.012229662,5.571055638,5.595514962,0.02651367931,5.556771621,5.609798979,,,,,
81,136,217,Tl,,,5.5898876,0.0020577805,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01348150443,5.576406096,5.603369104,0.0280405237,5.561847076,5.617928124,,,,,
82,96,178,Pb,,,5.3193054,0.0015949241,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01253358782,5.306771812,5.331838988,0.02647462111,5.292830779,5.345780021,,,,,
82,97,179,Pb,,,5.3425198,0.0013489407,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0121764666,5.330343333,5.354696267,0.02538214207,5.317137658,5.367901942,,,,,
82,98,180,Pb,,,5.3499265,0.0018630459,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01272377231,5.337202728,5.362650272,0.02649766448,5.323428836,5.376424164,,,,,
82,99,181,Pb,,,5.360752,0.0014795999,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01098706108,5.349764939,5.371739061,0.02299194182,5.337760058,5.383743942,,,,,
82,100,182,Pb,5.3788,0.0035,5.3686323,0.0004915383,4,measured_target_oof_4_models,heldout_test_aggregate,0.01133920609,5.357293094,5.379971506,0.02274738973,5.34588491,5.39137969,,,,,
82,101,183,Pb,5.3869,0.003,5.384989,0.0008694287,4,measured_target_oof_4_models,heldout_test_aggregate,0.01523779015,5.36975121,5.40022679,0.03198044092,5.353008559,5.416969441,,,,,
82,102,184,Pb,5.393,0.0029,5.379712,0.0007509722,4,measured_target_oof_4_models,heldout_test_aggregate,0.01104806591,5.368663934,5.390760066,0.02309953347,5.356612467,5.402811533,,,,,
82,103,185,Pb,5.3984,0.0028,5.4024467,0.0004900325,4,measured_target_oof_4_models,heldout_test_aggregate,0.0146891186,5.387757581,5.417135819,0.02910733893,5.373339361,5.431554039,,,,,
82,104,186,Pb,5.4027,0.0027,5.406088,0.00080921437,4,measured_target_oof_4_models,heldout_test_aggregate,0.01526554561,5.390822454,5.421353546,0.03044165504,5.375646345,5.436529655,,,,,
82,105,187,Pb,5.4079,0.0026,5.4142685,0.0006765975,4,measured_target_oof_4_models,heldout_test_aggregate,0.01528300136,5.398985499,5.429551501,0.03158318636,5.382685314,5.445851686,,,,,
82,106,188,Pb,5.4139,0.0025,5.4112005,0.00056042033,4,measured_target_oof_4_models,heldout_test_aggregate,0.01554673876,5.395653761,5.426747239,0.03379006536,5.377410435,5.444990565,,,,,
82,107,189,Pb,5.4177,0.0024,5.425392,0.0005960112,4,measured_target_oof_4_models,heldout_test_aggregate,0.0118086975,5.413583303,5.437200697,0.02418431064,5.401207689,5.449576311,,,,,
82,108,190,Pb,5.4222,0.0023,5.42415,0.0008517459,4,measured_target_oof_4_models,heldout_test_aggregate,0.0143847565,5.409765244,5.438534756,0.03113768446,5.393012316,5.455287684,,,,,
82,109,191,Pb,5.4229,0.0026,5.416395,0.0008567012,4,measured_target_oof_4_models,heldout_test_aggregate,0.01124244908,5.405152551,5.427637449,0.02486357754,5.391531422,5.441258578,,,,,
82,110,192,Pb,5.43,0.0025,5.4290733,0.0009647931,4,measured_target_oof_4_models,heldout_test_aggregate,0.01256260189,5.416510698,5.441635902,0.02495430275,5.404118997,5.454027603,,,,,
82,111,193,Pb,5.431,0.0023,5.427898,0.0014517307,4,measured_target_oof_4_models,heldout_test_aggregate,0.01004212538,5.417855875,5.437940125,0.02187190952,5.40602609,5.44976991,,,,,
82,112,194,Pb,5.4372,0.0023,5.435554,0.00053611817,4,measured_target_oof_4_models,heldout_test_aggregate,0.009511186686,5.426042813,5.445065187,0.02076853978,5.41478546,5.45632254,,,,,
82,113,195,Pb,5.4389,0.0045,5.4445987,0.0002850836,4,measured_target_oof_4_models,heldout_test_aggregate,0.009697232996,5.434901467,5.454295933,0.01961216568,5.424986534,5.464210866,,,,,
82,114,196,Pb,5.4444,0.0024,5.4490128,0.0011397717,4,measured_target_oof_4_models,heldout_test_aggregate,0.009490184172,5.439522616,5.458502984,0.02073000266,5.428282797,5.469742803,,,,,
82,115,197,Pb,5.4446,0.0024,5.457407,0.0010010896,4,measured_target_oof_4_models,heldout_test_aggregate,0.008259713703,5.449147286,5.465666714,0.01714066952,5.44026633,5.47454767,,,,,
82,116,198,Pb,5.4524,0.0022,5.4578495,0.0007377991,4,measured_target_oof_4_models,heldout_test_aggregate,0.009403843389,5.448445657,5.467253343,0.02121420245,5.436635298,5.479063702,,,,,
82,117,199,Pb,5.4529,0.0022,5.4635644,0.0010442508,4,measured_target_oof_4_models,heldout_test_aggregate,0.008683808547,5.454880591,5.472248209,0.01904239654,5.444522003,5.482606797,,,,,
82,118,200,Pb,5.4611,0.002,5.4577503,0.0002824626,4,measured_target_oof_4_models,heldout_test_aggregate,0.008481453653,5.449268846,5.466231754,0.01899760109,5.438752699,5.476747901,,,,,
82,119,201,Pb,5.4629,0.0019,5.462114,0.00039448997,4,measured_target_oof_4_models,heldout_test_aggregate,0.009418830211,5.45269517,5.47153283,0.01992233339,5.442191667,5.482036333,,,,,
82,120,202,Pb,5.4705,0.0017,5.4753203,0.0012133184,4,measured_target_oof_4_models,heldout_test_aggregate,0.008061950076,5.46725835,5.48338225,0.01677790794,5.458542392,5.492098208,,,,,
82,121,203,Pb,5.4727,0.0017,5.471529,0.00064874464,4,measured_target_oof_4_models,heldout_test_aggregate,0.006330059685,5.46519894,5.47785906,0.01293298009,5.45859602,5.48446198,,,,,
82,122,204,Pb,5.4803,0.0014,5.477399,0.001007621,4,measured_target_oof_4_models,heldout_test_aggregate,0.006572001735,5.470826998,5.483971002,0.01385225221,5.463546748,5.491251252,,,,,
82,123,205,Pb,5.4828,0.0015,5.4852314,0.000802696,4,measured_target_oof_4_models,heldout_test_aggregate,0.006595018915,5.478636381,5.491826419,0.01518546133,5.470045939,5.500416861,,,,,
82,124,206,Pb,5.4902,0.0014,5.4826055,0.0006169014,4,measured_target_oof_4_models,heldout_test_aggregate,0.006679110146,5.47592639,5.48928461,0.01372520821,5.468880292,5.496330708,,,,,
82,125,207,Pb,5.4943,0.0014,5.4838905,0.00069027185,4,measured_target_oof_4_models,heldout_test_aggregate,0.008351157159,5.475539343,5.492241657,0.01855654315,5.465333957,5.502447043,,,,,
82,126,208,Pb,5.5012,0.0013,5.494741,0.0009546213,4,measured_target_oof_4_models,heldout_test_aggregate,0.01063268457,5.484108315,5.505373685,0.02236444822,5.472376552,5.517105448,,,,,
82,127,209,Pb,5.51,0.0014,5.497384,0.0008433566,4,measured_target_oof_4_models,heldout_test_aggregate,0.01107386283,5.486310137,5.508457863,0.02444441492,5.472939585,5.521828415,,,,,
82,128,210,Pb,5.5208,0.0016,5.53756,0.0008351256,4,measured_target_oof_4_models,heldout_test_aggregate,0.01154410486,5.526015895,5.549104105,0.02410754037,5.51345246,5.56166754,,,,,
82,129,211,Pb,5.529,0.0017,5.531217,0.0019927153,4,measured_target_oof_4_models,heldout_test_aggregate,0.01238938354,5.518827616,5.543606384,0.02673362036,5.50448338,5.55795062,,,,,
82,130,212,Pb,5.5396,0.0019,5.547179,0.0010956513,4,measured_target_oof_4_models,heldout_test_aggregate,0.01320187887,5.533977121,5.560380879,0.02770451295,5.519474487,5.574883513,,,,,
82,131,213,Pb,,,5.5597906,0.0022051202,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01352872913,5.546261871,5.573319329,0.02961540539,5.530175195,5.589406005,,,,,
82,132,214,Pb,5.5577,0.0023,5.574338,0.0017267214,4,measured_target_oof_4_models,heldout_test_aggregate,0.01275498702,5.561583013,5.587092987,0.02819776269,5.546140237,5.602535763,,,,,
82,133,215,Pb,,,5.5801945,0.0021098352,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01014942912,5.570045071,5.590343929,0.02151546445,5.558679036,5.601709964,,,,,
82,134,216,Pb,,,5.580332,0.0020843137,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01245292772,5.567879072,5.592784928,0.02660995418,5.553722046,5.606941954,,,,,
82,135,217,Pb,,,5.597745,0.001548534,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01229097815,5.585454022,5.610035978,0.02556594481,5.572179055,5.623310945,,,,,
82,136,218,Pb,,,5.6047597,0.0017005467,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01324180855,5.591517891,5.618001509,0.02920447312,5.575555227,5.633964173,,,,,
82,137,219,Pb,,,5.60824,0.0016188945,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01239745644,5.595842544,5.620637456,0.02608637321,5.582153627,5.634326373,,,,,
82,138,220,Pb,,,5.61663,0.001888604,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01309622822,5.603533772,5.629726228,0.02842407985,5.58820592,5.64505408,,,,,
83,101,184,Bi,,,5.4023232,0.0032645417,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01704301691,5.385280183,5.419366217,0.03695376024,5.36536944,5.43927696,,,,,
83,102,185,Bi,,,5.401862,0.002147461,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01798577411,5.383876226,5.419847774,0.03676398904,5.365098011,5.438625989,,,,,
83,103,186,Bi,,,5.4198527,0.0023106097,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01751548922,5.402337211,5.437368189,0.03763024888,5.382222451,5.457482949,,,,,
83,104,187,Bi,,,5.4242225,0.0023701852,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01688725927,5.407335241,5.441109759,0.03627977507,5.387942725,5.460502275,,,,,
83,105,188,Bi,,,5.4361925,0.0019885295,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01783078252,5.418361717,5.454023283,0.03805088338,5.398141617,5.474243383,,,,,
83,106,189,Bi,,,5.432984,0.0014653619,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01915280266,5.413831197,5.452136803,0.04044947751,5.392534522,5.473433478,,,,,
83,107,190,Bi,,,5.445482,0.0020847968,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0205194214,5.424962579,5.466001421,0.04185798325,5.403624017,5.487339983,,,,,
83,108,191,Bi,,,5.44613,0.0010970419,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01749837168,5.428631628,5.463628372,0.03949804976,5.40663195,5.48562805,,,,,
83,109,192,Bi,,,5.440192,0.0014808191,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01524064772,5.424951352,5.455432648,0.03230847727,5.407883523,5.472500477,,,,,
83,110,193,Bi,,,5.4478164,0.0018271765,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01664172549,5.431174675,5.464458125,0.03537282101,5.412443579,5.483189221,,,,,
83,111,194,Bi,,,5.4498796,0.0015536292,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01464933474,5.435230265,5.464528935,0.03099948918,5.418880111,5.480879089,,,,,
83,112,195,Bi,,,5.455764,0.0016191747,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01264310102,5.443120899,5.468407101,0.02614760996,5.42961639,5.48191161,,,,,
83,113,196,Bi,,,5.4637995,0.0027123278,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01231614511,5.451483355,5.476115645,0.02592191406,5.437877586,5.489721414,,,,,
83,114,197,Bi,,,5.469342,0.001468579,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01058898736,5.458753013,5.479930987,0.02258062927,5.446761371,5.491922629,,,,,
83,115,198,Bi,,,5.4757566,0.0016183148,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009884957746,5.465871642,5.485641558,0.02118726504,5.454569335,5.496943865,,,,,
83,116,199,Bi,,,5.4785943,0.0012673788,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009238537286,5.469355763,5.487832837,0.01984707325,5.458747227,5.498441373,,,,,
83,117,200,Bi,,,5.4841266,0.0015827782,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009151005289,5.474975595,5.493277605,0.01982179732,5.464304803,5.503948397,,,,,
83,118,201,Bi,,,5.482191,0.0009869203,40,unmeasured_target_40_models,extrapolation_model_estimate,0.00921675198,5.472974248,5.491407752,0.01968390699,5.462507093,5.501874907,,,,,
83,119,202,Bi,5.484,0.0912,5.4884405,0.00037963115,4,measured_target_oof_4_models,heldout_test_aggregate,0.008642654786,5.479797845,5.497083155,0.01848727799,5.469953222,5.506927778,,,,,
83,120,203,Bi,5.4911,0.0911,5.49577,0.0011414464,4,measured_target_oof_4_models,heldout_test_aggregate,0.008808646229,5.486961354,5.504578646,0.01947110818,5.476298892,5.515241108,,,,,
83,121,204,Bi,5.4934,0.091,5.4922323,0.0010627941,4,measured_target_oof_4_models,heldout_test_aggregate,0.008474657983,5.483757642,5.500706958,0.01674348265,5.475488817,5.508975783,,,,,
83,122,205,Bi,5.5008,0.0909,5.500263,0.0007047636,4,measured_target_oof_4_models,heldout_test_aggregate,0.00733594297,5.492927057,5.507598943,0.01729647931,5.482966521,5.517559479,,,,,
83,123,206,Bi,5.5034,0.0909,5.5097513,0.0005643969,4,measured_target_oof_4_models,heldout_test_aggregate,0.004753528106,5.504997772,5.514504828,0.01035789494,5.499393405,5.520109195,,,,,
83,124,207,Bi,5.5103,0.0907,5.5075316,0.0011386862,4,measured_target_oof_4_models,heldout_test_aggregate,0.006958999037,5.500572601,5.514490599,0.01627130321,5.491260297,5.523802903,,,,,
83,125,208,Bi,5.5147,0.0907,5.510699,0.0013530221,4,measured_target_oof_4_models,heldout_test_aggregate,0.007337748314,5.503361252,5.518036748,0.01492273237,5.495776268,5.525621732,,,,,
83,126,209,Bi,5.5211,0.0906,5.519712,0.001304604,4,measured_target_oof_4_models,heldout_test_aggregate,0.007376212709,5.512335787,5.527088213,0.01683771811,5.502874282,5.536549718,,,,,
83,127,210,Bi,5.53,0.0904,5.521409,0.0006354814,4,measured_target_oof_4_models,heldout_test_aggregate,0.01266662069,5.508742379,5.534075621,0.02568246184,5.495726538,5.547091462,,,,,
83,128,211,Bi,,,5.5559,0.002028111,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01291274819,5.542987252,5.568812748,0.02752870667,5.528371293,5.583428707,,,,,
83,129,212,Bi,5.5489,0.0901,5.5573993,0.0029290041,4,measured_target_oof_4_models,heldout_test_aggregate,0.01107450344,5.546324797,5.568473803,0.02320506498,5.534194235,5.580604365,,,,,
83,130,213,Bi,5.5586,0.09,5.5691543,0.0011687002,4,measured_target_oof_4_models,heldout_test_aggregate,0.01391066707,5.555243633,5.583064967,0.02964500822,5.539509292,5.598799308,,,,,
83,131,214,Bi,,,5.583002,0.0017873036,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01295253199,5.570049468,5.595954532,0.02694130051,5.556060699,5.609943301,,,,,
83,132,215,Bi,,,5.5942755,0.0016982536,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01419093169,5.580084568,5.608466432,0.02984723977,5.56442826,5.62412274,,,,,
83,133,216,Bi,,,5.604157,0.0024922236,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01349763473,5.590659365,5.617654635,0.02904482393,5.575112176,5.633201824,,,,,
83,134,217,Bi,,,5.607838,0.0015579651,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01328855194,5.594549448,5.621126552,0.02846969669,5.579368303,5.636307697,,,,,
83,135,218,Bi,,,5.624575,0.0016974043,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009761019981,5.61481398,5.63433602,0.02085196758,5.603723032,5.645426968,,,,,
83,136,219,Bi,,,5.6323986,0.0012550628,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01188236801,5.620516232,5.644280968,0.0256576203,5.60674098,5.65805622,,,,,
83,137,220,Bi,,,5.633182,0.0017866931,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01146949856,5.621712501,5.644651499,0.0238681479,5.609313852,5.657050148,,,,,
83,138,221,Bi,,,5.6414304,0.0018259994,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01239075082,5.629039649,5.653821151,0.02617605135,5.615254349,5.667606451,,,,,
83,139,222,Bi,,,5.6414113,0.0015758513,40,unmeasured_target_40_models,extrapolation_model_estimate,0.007959458488,5.633451842,5.649370758,0.01710964627,5.624301654,5.658520946,,,,,
83,140,223,Bi,,,5.648412,0.0020799197,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01044068467,5.637971315,5.658852685,0.02237273676,5.626039263,5.670784737,,,,,
83,141,224,Bi,,,5.6595335,0.0016373675,40,unmeasured_target_40_models,extrapolation_model_estimate,0.009279969481,5.650253531,5.668813469,0.01982990175,5.639703598,5.679363402,,,,,
84,102,186,Po,,,5.443032,0.0025340752,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02019401343,5.422837987,5.463226013,0.04439474928,5.398637251,5.487426749,,,,,
84,103,187,Po,,,5.4635696,0.0025959215,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0211795083,5.442390092,5.484749108,0.04587444939,5.417695151,5.509444049,,,,,
84,104,188,Po,,,5.4658494,0.0034116032,40,unmeasured_target_40_models,extrapolation_model_estimate,0.01984732043,5.44600208,5.48569672,0.04343302708,5.422416373,5.509282427,,,,,
84,105,189,Po,,,5.4802885,0.0030708956,40,unmeasured_target_40_models,extrapolation_model_estimate,0.0214036976,5.458884802,5.501692198,0.04546389457,5.434824605,5.525752395,,,,,
84,106,190,Po,,,5.4762254,0.0022730844,40,unmeasured_target_40_models,extrapolation_model_estimate,0.02375293264,5.452472467,5.499978333,0.04861332399,5.427612076,5.524838724,,,,,
