z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
33,44,As,3,264.426,0.02,5/2-,0.0,0.0,,3/2-,0,264.45,0.025,100.0,,M1+E2,,,,,,,,,,,0.014,0.008,30-SEP-2020,BALRAJ SINGH,2026-01-29
33,44,As,4,475.48,0.04,9/2+,3.0,264.426,0.02,5/2-,0,211.03,0.04,100.0,2.5,(M2+E3),0.1,0.007,,,,,,,0.0321,,0.0734,,30-SEP-2020,BALRAJ SINGH,2026-01-29
33,44,As,4,475.48,0.04,9/2+,0.0,0.0,,3/2-,1,475.46,0.1,3.6,0.3,[E3],,,,,,,,,,,0.0091,,30-SEP-2020,BALRAJ SINGH,2026-01-29
33,44,As,5,503.88,0.17,1/2-,0.0,0.0,,3/2-,0,503.86,0.18,100.0,,,,,,,,,,,,,,,30-SEP-2020,BALRAJ SINGH,2026-01-29
33,45,As,1,184.5,0.3,(3-),0.0,0.0,,2-,0,184.5,,,,,,,,,,,,,,,,,30-Jun-2009,AMEENAH R. FARHAN and  BALRAJ SINGH,2026-01-29
33,45,As,2,211.7,0.3,(4-),1.0,184.5,0.3,(3-),0,27.2,,,,[M1],,,,,,,0.038,,,,3.66,,30-Jun-2009,AMEENAH R. FARHAN and  BALRAJ SINGH,2026-01-29
33,45,As,2,211.7,0.3,(4-),0.0,0.0,,2-,1,211.7,,,,[E2],,,,,4.8,,,,,,0.0484,,30-Jun-2009,AMEENAH R. FARHAN and  BALRAJ SINGH,2026-01-29
33,45,As,3,277.3,0.3,1+,0.0,0.0,,2-,0,277.3,0.3,100.0,,,,,,,,,,,,,,,30-Jun-2009,AMEENAH R. FARHAN and  BALRAJ SINGH,2026-01-29
33,45,As,4,293.9,0.5,1+,0.0,0.0,,2-,0,293.9,0.5,100.0,,,,,,,,,,,,,,,30-Jun-2009,AMEENAH R. FARHAN and  BALRAJ SINGH,2026-01-29
33,45,As,5,364.7,0.3,(5-),2.0,211.7,0.3,(4-),0,153.1,,,,[M1],,,,,,,0.0019,,,,0.0288,,30-Jun-2009,AMEENAH R. FARHAN and  BALRAJ SINGH,2026-01-29
33,46,As,1,100.45,0.05,(1/2-),0.0,0.0,,3/2-,0,100.48,0.06,100.0,,(M1),,,,,,,,,,,0.0888,,31-May-2016,BALRAJ SINGH,2026-01-29
33,46,As,2,109.58,0.04,(3/2)-,0.0,0.0,,3/2-,0,109.58,0.06,100.0,,M1+E2,0.37,0.08,,,,,,,,,0.129,0.024,31-May-2016,BALRAJ SINGH,2026-01-29
33,46,As,3,230.57,0.04,(5/2)-,0.0,0.0,,3/2-,0,230.62,0.05,100.0,,[M1 E2],,,,,,,,,,,0.023,0.013,31-May-2016,BALRAJ SINGH,2026-01-29
33,46,As,5,603.69,0.04,(1/2 3/2),1.0,100.45,0.05,(1/2-),0,503.26,0.06,100.0,,,,,,,,,,,,,,,31-May-2016,BALRAJ SINGH,2026-01-29
33,46,As,5,603.69,0.04,(1/2 3/2),0.0,0.0,,3/2-,1,603.7,0.06,51.0,4.0,,,,,,,,,,,,,,31-May-2016,BALRAJ SINGH,2026-01-29
33,46,As,6,634.06,0.04,(5/2 7/2),2.0,109.58,0.04,(3/2)-,0,524.45,0.06,32.0,3.0,,,,,,,,,,,,,,31-May-2016,BALRAJ SINGH,2026-01-29
33,47,As,2,265.35,0.06,1+,0.0,0.0,,1+,0,265.36,0.07,100.0,,,,,,,,,,,,,,,22-Jun-2005,BALRAJ SINGH,2026-01-29
33,47,As,3,310.65,0.06,(LE 3),0.0,0.0,,1+,0,310.72,0.07,100.0,,,,,,,,,,,,,,,22-Jun-2005,BALRAJ SINGH,2026-01-29
33,47,As,4,360.82,0.05,(LE 3),0.0,0.0,,1+,0,360.87,0.07,100.0,,,,,,,,,,,,,,,22-Jun-2005,BALRAJ SINGH,2026-01-29
33,47,As,8,680.26,0.05,1+,4.0,360.82,0.05,(LE 3),0,319.45,0.08,20.0,2.0,,,,,,,,,,,,,,22-Jun-2005,BALRAJ SINGH,2026-01-29
33,47,As,8,680.26,0.05,1+,3.0,310.65,0.06,(LE 3),1,369.67,0.08,27.0,2.0,,,,,,,,,,,,,,22-Jun-2005,BALRAJ SINGH,2026-01-29
33,47,As,8,680.26,0.05,1+,2.0,265.35,0.06,1+,2,414.92,0.1,15.5,1.4,,,,,,,,,,,,,,22-Jun-2005,BALRAJ SINGH,2026-01-29
33,48,As,1,93.09,0.05,(3/2)-,0.0,0.0,,3/2-,0,93.1,0.1,100.0,,M1+E2,0.24,0.06,,,,,,,,,0.16,0.026,1-Sep-2024,M. Shamsuzzoha Basunia,2026-01-29
33,48,As,2,290.41,0.04,(3/2)-,1.0,93.09,0.05,(3/2)-,0,197.3,0.05,100.0,6.0,(M1),,,,,,,,,,,0.0149,0.00021,1-Sep-2024,M. Shamsuzzoha Basunia,2026-01-29
33,48,As,2,290.41,0.04,(3/2)-,0.0,0.0,,3/2-,1,290.35,0.05,52.0,4.0,,,,,,,,,,,,,,1-Sep-2024,M. Shamsuzzoha Basunia,2026-01-29
33,48,As,3,335.97,0.04,(5/2)-,1.0,93.09,0.05,(3/2)-,0,242.84,0.09,4.4,0.5,,,,,,,,,,,,,,1-Sep-2024,M. Shamsuzzoha Basunia,2026-01-29
33,48,As,3,335.97,0.04,(5/2)-,0.0,0.0,,3/2-,1,335.98,0.05,100.0,4.0,M1 E2,,,,,,,,,,,0.0067,0.0027,1-Sep-2024,M. Shamsuzzoha Basunia,2026-01-29
33,48,As,4,737.71,0.04,(5/2)-,3.0,335.97,0.04,(5/2)-,0,401.75,0.05,40.0,4.0,,,,,,,,,,,,,,1-Sep-2024,M. Shamsuzzoha Basunia,2026-01-29
33,49,As,2,224.2,0.6,(4-),1.0,131.6,0.5,(5-),0,92.6,0.4,100.0,,[M1],,,,,,,,,,,0.111,0.0021,1-Mar-2019,J. K. TULI and  E. BROWNE,2026-01-29
33,49,As,6,516.63,0.16,(0- 1- 2-),0.0,0.0,,(2-),0,516.5,0.2,100.0,,,,,,,,,,,,,,,1-Mar-2019,J. K. TULI and  E. BROWNE,2026-01-29
33,49,As,7,553.46,0.24,(3- 4-),2.0,224.2,0.6,(4-),0,329.3,0.3,100.0,20.0,,,,,,,,,,,,,,1-Mar-2019,J. K. TULI and  E. BROWNE,2026-01-29
33,49,As,7,553.46,0.24,(3- 4-),0.0,0.0,,(2-),1,553.1,0.4,40.0,8.0,,,,,,,,,,,,,,1-Mar-2019,J. K. TULI and  E. BROWNE,2026-01-29
33,49,As,9,671.6,0.6,(2-),2.0,224.2,0.6,(4-),0,447.4,0.3,100.0,,,,,,,,,,,,,,,1-Mar-2019,J. K. TULI and  E. BROWNE,2026-01-29
33,49,As,13,843.15,0.17,(1+),0.0,0.0,,(2-),0,843.4,0.2,100.0,,,,,,,,,,,,,,,1-Mar-2019,J. K. TULI and  E. BROWNE,2026-01-29
33,50,As,1,306.51,0.04,(3/2-),0.0,0.0,,(5/2-),0,306.51,0.05,100.0,,,,,,,,,,,,,,,31-Dec-2014,E.A. MCCUTCHAN,2026-01-29
33,50,As,2,711.67,0.05,,1.0,306.51,0.04,(3/2-),0,405.18,0.05,100.0,6.0,,,,,,,,,,,,,,31-Dec-2014,E.A. MCCUTCHAN,2026-01-29
33,50,As,2,711.67,0.05,,0.0,0.0,,(5/2-),1,711.66,0.08,27.0,3.0,,,,,,,,,,,,,,31-Dec-2014,E.A. MCCUTCHAN,2026-01-29
33,50,As,3,1193.7,0.1,,1.0,306.51,0.04,(3/2-),0,886.96,0.2,10.7,2.4,,,,,,,,,,,,,,31-Dec-2014,E.A. MCCUTCHAN,2026-01-29
33,50,As,3,1193.7,0.1,,0.0,0.0,,(5/2-),1,1193.77,0.11,100.0,6.0,,,,,,,,,,,,,,31-Dec-2014,E.A. MCCUTCHAN,2026-01-29
33,50,As,4,1196.53,0.14,,1.0,306.51,0.04,(3/2-),0,890.01,0.15,100.0,8.0,,,,,,,,,,,,,,31-Dec-2014,E.A. MCCUTCHAN,2026-01-29
33,51,As,1,99.9,0.3,,0.0,0.0,,(3-),0,99.9,0.3,100.0,,,,,,,,,,,,,,,30-Sep-2009,A.A. Sonzogni and  M. Fadil and  and B. Pfeiffer,2026-01-29
33,51,As,2,142.6,0.4,,1.0,99.9,0.3,,0,42.7,0.3,100.0,,,,,,,,,,,,,,,30-Sep-2009,A.A. Sonzogni and  M. Fadil and  and B. Pfeiffer,2026-01-29
33,51,As,3,242.4,0.3,,0.0,0.0,,(3-),0,242.4,0.3,100.0,,,,,,,,,,,,,,,30-Sep-2009,A.A. Sonzogni and  M. Fadil and  and B. Pfeiffer,2026-01-29
