z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
48,79,Cd,3,1560.1,0.8,(19/2-),2.0,738.7,0.2,(15/2-),0,821.4,0.7,100.0,,,,,,,,,,,,,,,1-Oct-2009,A. HASHIZUME,2026-01-29
48,79,Cd,4,2331.0,0.9,(23/2-),3.0,1560.1,0.8,(19/2-),0,770.9,0.4,100.0,,,,,,,,,,,,,,,1-Oct-2009,A. HASHIZUME,2026-01-29
48,79,Cd,5,3239.9,1.1,(27/2-),4.0,2331.0,0.9,(23/2-),0,908.9,0.6,100.0,,,,,,,,,,,,,,,1-Oct-2009,A. HASHIZUME,2026-01-29
48,80,Cd,1,645.8,0.2,(2+),0.0,0.0,,0+,0,645.8,0.2,100.0,,,,,,,,,,,,,,,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2026-01-29
48,80,Cd,2,1430.39,0.22,(4+),1.0,645.8,0.2,(2+),0,784.6,0.1,100.0,,,,,,,,,,,,,,,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2026-01-29
48,80,Cd,3,1870.5,0.3,(5-),2.0,1430.39,0.22,(4+),0,440.3,0.3,100.0,5.0,,,,,,,,,,,,,,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2026-01-29
48,80,Cd,3,1870.5,0.3,(5-),1.0,645.8,0.2,(2+),1,1224.0,0.6,13.1,1.2,,,,,,,,,,,,,,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2026-01-29
48,80,Cd,4,2097.1,0.5,,2.0,1430.39,0.22,(4+),0,666.7,0.5,100.0,,,,,,,,,,,,,,,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2026-01-29
48,80,Cd,5,2108.3,0.4,(7-),3.0,1870.5,0.3,(5-),0,237.9,0.5,100.0,,,,,,,,,,,,,,,28-Feb-2015,ZOLTAN ELEKES AND JANOS TIMAR,2026-01-29
48,81,Cd,2,1181.0,,(13/2-),0.0,0.0,,11/2-,0,1181.0,,100.0,,,,,,,,,,,,,,,31-JUL-2015,BALRAJ SINGH,2026-01-29
48,81,Cd,3,1587.0,,(15/2-),2.0,1181.0,,(13/2-),0,406.0,,100.0,,(M1),,,,,,,,,,,0.0111,,31-JUL-2015,BALRAJ SINGH,2026-01-29
48,81,Cd,3,1587.0,,(15/2-),0.0,0.0,,11/2-,1,1587.0,,33.0,3.3,,,,,,,,,,,,,,31-JUL-2015,BALRAJ SINGH,2026-01-29
48,81,Cd,4,1940.0,,(21/2+),3.0,1587.0,,(15/2-),0,353.0,,100.0,,(E3),,,,,,,,,,,0.0665,,31-JUL-2015,BALRAJ SINGH,2026-01-29
48,82,Cd,1,1325.0,1.0,(2+),0.0,0.0,,0+,0,1325.0,,100.0,,,,,,,,,,,,,,,31-MAY-2008,BALRAJ SINGH,2026-01-29
48,82,Cd,2,1864.0,2.0,(4+),1.0,1325.0,1.0,(2+),0,539.0,,100.0,,,,,,,,,,,,,,,31-MAY-2008,BALRAJ SINGH,2026-01-29
48,82,Cd,3,1992.0,2.0,(6+),2.0,1864.0,2.0,(4+),0,128.0,,100.0,,E2,,,,,,,,,,,0.621,0.02,31-MAY-2008,BALRAJ SINGH,2026-01-29
48,82,Cd,4,2130.0,2.0,(8+),3.0,1992.0,2.0,(6+),0,138.0,,100.0,,E2,,,,,,,,,,,0.475,0.014,31-MAY-2008,BALRAJ SINGH,2026-01-29
48,84,Cd,1,618.0,8.0,(2+),0.0,0.0,,0+,0,618.0,8.0,100.0,,,,,,,,,,,,,,,28-FEB-2018,BALRAJ SINGH,2026-01-29
49,51,In,2,95.0,1.0,(4+),1.0,0.0,,(5+),0,95.0,1.0,100.0,,[M1],,,,,,,,,,,0.573,0.019,31-Jan-2021,Balraj Singh and Jun Chen,2026-01-29
49,51,In,3,236.0,1.0,(3+),2.0,95.0,1.0,(4+),0,141.0,1.0,100.0,,[M1],,,,,,,,,,,0.196,0.005,31-Jan-2021,Balraj Singh and Jun Chen,2026-01-29
49,51,In,4,672.0,2.0,(2+),3.0,236.0,1.0,(3+),0,436.0,1.0,100.0,,,,,,,,,,,,,,,31-Jan-2021,Balraj Singh and Jun Chen,2026-01-29
49,51,In,6,2720.0,2.0,1+,5.0,1423.0,1.0,(2+),0,1297.0,1.0,136.0,49.0,,,,,,,,,,,,,,31-Jan-2021,Balraj Singh and Jun Chen,2026-01-29
49,51,In,6,2720.0,2.0,1+,4.0,672.0,2.0,(2+),1,2048.0,1.0,100.0,49.0,,,,,,,,,,,,,,31-Jan-2021,Balraj Singh and Jun Chen,2026-01-29
49,52,In,1,1309.7,0.3,(13/2+),0.0,0.0,,(9/2+),0,1309.7,0.3,100.0,,,,,,,,,,,,,,,1-Jul-2006,JEAN BLACHOT,2026-01-29
49,52,In,2,1651.5,0.4,(17/2+),1.0,1309.7,0.3,(13/2+),0,341.8,0.2,100.0,,,,,,,,,,,,,,,1-Jul-2006,JEAN BLACHOT,2026-01-29
49,52,In,3,2010.9,0.5,(19/2+),2.0,1651.5,0.4,(17/2+),0,359.4,0.3,100.0,,,,,,,,,,,,,,,1-Jul-2006,JEAN BLACHOT,2026-01-29
49,52,In,4,3258.8,0.7,(21/2+),3.0,2010.9,0.5,(19/2+),0,1247.9,0.4,100.0,,,,,,,,,,,,,,,1-Jul-2006,JEAN BLACHOT,2026-01-29
49,52,In,5,4394.8,1.2,(23/2-),4.0,3258.8,0.7,(21/2+),0,1136.0,1.0,100.0,,,,,,,,,,,,,,,1-Jul-2006,JEAN BLACHOT,2026-01-29
49,52,In,6,4781.6,1.3,(25/2-),5.0,4394.8,1.2,(23/2-),0,386.8,0.5,100.0,,,,,,,,,,,,,,,1-Jul-2006,JEAN BLACHOT,2026-01-29
49,53,In,1,94.0,,(4+),0.0,0.0,,(6+),0,94.0,,100.0,,(E2),,,,,,,,,,,,,31-Dec-2008,D. DE FRENNE,2026-01-29
49,53,In,2,144.94,0.18,(7+),0.0,0.0,,(6+),0,144.9,0.2,100.0,,M1,,,,,,,,,,,,,31-Dec-2008,D. DE FRENNE,2026-01-29
49,53,In,3,163.0,,(3+),1.0,94.0,,(4+),0,69.0,,100.0,,(M1),,,,,,,,,,,,,31-Dec-2008,D. DE FRENNE,2026-01-29
49,53,In,4,352.01,0.23,(7+),0.0,0.0,,(6+),0,352.1,0.3,100.0,,,,,,,,,,,,,,,31-Dec-2008,D. DE FRENNE,2026-01-29
49,53,In,5,483.0,,(2+),3.0,163.0,,(3+),0,320.0,,100.0,,,,,,,,,,,,,,,31-Dec-2008,D. DE FRENNE,2026-01-29
49,53,In,6,700.0,,(3+),3.0,163.0,,(3+),0,538.0,,100.0,,,,,,,,,,,,,,,31-Dec-2008,D. DE FRENNE,2026-01-29
49,54,In,1,631.7,0.1,(1/2-),0.0,0.0,,(9/2)+,0,631.7,0.1,,,(M4),,,,,,,,,,,,,1-Mar-2009,D. DE FRENNE,2026-01-29
49,54,In,2,1077.59,0.17,(11/2+),0.0,0.0,,(9/2)+,0,1077.5,0.3,100.0,,D+Q,,,,,,,,,,,,,1-Mar-2009,D. DE FRENNE,2026-01-29
49,54,In,3,1272.85,0.16,(13/2+),2.0,1077.59,0.17,(11/2+),0,195.1,0.3,3.6,0.6,D,,,,,,,,,,,,,1-Mar-2009,D. DE FRENNE,2026-01-29
49,54,In,3,1272.85,0.16,(13/2+),0.0,0.0,,(9/2)+,1,1272.9,0.2,100.0,2.0,Q,,,,,,,,,,,,,1-Mar-2009,D. DE FRENNE,2026-01-29
49,54,In,4,1355.8,0.1,,0.0,0.0,,(9/2)+,0,1355.8,0.1,100.0,,,,,,,,,,,,,,,1-Mar-2009,D. DE FRENNE,2026-01-29
49,54,In,5,1396.81,0.1,,0.0,0.0,,(9/2)+,0,1396.8,0.1,100.0,,,,,,,,,,,,,,,1-Mar-2009,D. DE FRENNE,2026-01-29
49,55,In,1,85.389,0.01,(7+),0.0,0.0,,(6+),0,85.39,0.01,100.0,,,,,,,,,,,,,,,30-Mar-2007,JEAN BLACHOT,2026-01-29
49,55,In,2,93.22,0.1,(5+),0.0,0.0,,(6+),0,93.2,0.1,100.0,,M1,,,,,,,,,,,0.629,,30-Mar-2007,JEAN BLACHOT,2026-01-29
49,55,In,3,93.48,0.1,(3+),0.0,0.0,,(6+),0,93.5,0.1,100.0,,M3,,,,,,,,,,,62.6,,30-Mar-2007,JEAN BLACHOT,2026-01-29
49,55,In,4,213.011,0.01,(7+),1.0,85.389,0.01,(7+),0,127.73,0.11,2.6,0.6,D,,,,,,,,,,,,,30-Mar-2007,JEAN BLACHOT,2026-01-29
49,55,In,4,213.011,0.01,(7+),0.0,0.0,,(6+),1,213.01,0.01,100.0,0.5,Q,,,,,,,,,,,,,30-Mar-2007,JEAN BLACHOT,2026-01-29
49,55,In,5,226.19,0.13,(2+),3.0,93.48,0.1,(3+),0,132.7,0.1,100.0,,M1,,,,,,,,,,,0.23,,30-Mar-2007,JEAN BLACHOT,2026-01-29
49,56,In,1,674.09,0.25,(1/2-),0.0,0.0,,9/2+,0,674.1,0.3,100.0,,M4,,,,,,,,,,,,,1-Apr-2019,S. LALKOVSKI and  J. TIMAR and Z. ELEKES,2026-01-29
49,56,In,2,992.05,0.16,11/2+,0.0,0.0,,9/2+,0,992.1,0.2,100.0,,M1+E2,0.5,0.1,,,,,,,,,,,1-Apr-2019,S. LALKOVSKI and  J. TIMAR and Z. ELEKES,2026-01-29
49,56,In,3,1209.7,0.4,,1.0,674.09,0.25,(1/2-),0,535.5,0.3,100.0,,,,,,,,,,,,,,,1-Apr-2019,S. LALKOVSKI and  J. TIMAR and Z. ELEKES,2026-01-29
49,56,In,4,1281.74,0.24,(5/2+ 7/2+),0.0,0.0,,9/2+,0,1281.7,0.3,100.0,,,,,,,,,,,,,,,1-Apr-2019,S. LALKOVSKI and  J. TIMAR and Z. ELEKES,2026-01-29
49,56,In,5,1302.9,0.5,,1.0,674.09,0.25,(1/2-),0,628.7,0.5,100.0,,,,,,,,,,,,,,,1-Apr-2019,S. LALKOVSKI and  J. TIMAR and Z. ELEKES,2026-01-29
49,56,In,6,1341.63,0.17,13/2+,2.0,992.05,0.16,11/2+,0,349.6,0.2,35.7,0.2,M1,,,,,,,,,,,,,1-Apr-2019,S. LALKOVSKI and  J. TIMAR and Z. ELEKES,2026-01-29
49,57,In,2,123.2,0.1,(6 7 8 9+),0.0,0.0,,7+,0,123.2,0.1,100.0,,,,,,,,,,,,,,,1-May-2007,D. DE FRENNE AND A. NEGRET,2026-01-29
49,57,In,3,147.18,0.04,(7+),0.0,0.0,,7+,0,147.18,0.04,100.0,,,,,,,,,,,,,,,1-May-2007,D. DE FRENNE AND A. NEGRET,2026-01-29
49,57,In,4,151.1,0.4,(2)+,1.0,28.6,0.3,(2)+,0,122.5,0.1,100.0,,M1,,,,,,,,,,,,,1-May-2007,D. DE FRENNE AND A. NEGRET,2026-01-29
49,57,In,5,203.7,0.4,(3)+,4.0,151.1,0.4,(2)+,0,52.6,0.1,100.0,,M1,,,,,,,,,,,,,1-May-2007,D. DE FRENNE AND A. NEGRET,2026-01-29
49,57,In,6,223.6,0.15,(5),2.0,123.2,0.1,(6 7 8 9+),0,100.4,0.1,100.0,,,,,,,,,,,,,,,1-May-2007,D. DE FRENNE AND A. NEGRET,2026-01-29
49,57,In,7,253.0,0.4,(3)+,5.0,203.7,0.4,(3)+,0,49.3,0.1,15.0,,M1,,,,,,,,,,,,,1-May-2007,D. DE FRENNE AND A. NEGRET,2026-01-29
49,58,In,1,678.5,0.3,1/2-,0.0,0.0,,9/2+,0,678.5,0.3,100.0,,M4,,,,,,,,,,,0.06,,1-Mar-2008,Jean Blachot,2026-01-29
49,58,In,2,1001.25,0.25,11/2+,0.0,0.0,,9/2+,0,1001.3,0.3,100.0,,E2,,,,,,,,,,,,,1-Mar-2008,Jean Blachot,2026-01-29
49,58,In,3,1107.1,0.4,(3/2)-,1.0,678.5,0.3,1/2-,0,428.5,0.3,100.0,,M1,,,,,,,,,,,,,1-Mar-2008,Jean Blachot,2026-01-29
49,58,In,4,1129.3,0.4,(5/2)+,0.0,0.0,,9/2+,0,1129.2,0.4,100.0,,E2,,,,,,,,,,,,,1-Mar-2008,Jean Blachot,2026-01-29
49,58,In,5,1166.1,0.5,(1/2)+,1.0,678.5,0.3,1/2-,0,487.6,0.4,100.0,,E1,,,,,,,,,,,,,1-Mar-2008,Jean Blachot,2026-01-29
49,58,In,6,1396.0,0.5,(5/2+),0.0,0.0,,9/2+,0,1396.0,0.5,100.0,,(E2),,,,,,,,,,,,,1-Mar-2008,Jean Blachot,2026-01-29
49,59,In,2,96.91,0.06,(6 7 8),0.0,0.0,,7+,0,96.91,0.06,100.0,,,,,,,,,,,,,,,1-Jul-2008,Jean Blachot,2026-01-29
49,59,In,3,150.8,0.07,7+,0.0,0.0,,7+,0,150.4,0.1,100.0,,M1+E2,,,,,,,,,,,,,1-Jul-2008,Jean Blachot,2026-01-29
49,59,In,4,198.36,0.06,3+,1.0,29.75,0.05,2+,0,168.62,0.03,100.0,,M1,,,,,,,,,,,,,1-Jul-2008,Jean Blachot,2026-01-29
49,59,In,5,230.7,0.07,(4)+,4.0,198.36,0.06,3+,0,32.31,0.15,100.0,,,,,,,,,,,,,,,1-Jul-2008,Jean Blachot,2026-01-29
49,59,In,6,247.67,0.04,6+ (7)+,2.0,96.91,0.06,(6 7 8),0,150.76,0.1,9.7,1.3,,,,,,,,,,,,,,1-Jul-2008,Jean Blachot,2026-01-29
49,59,In,6,247.67,0.04,6+ (7)+,0.0,0.0,,7+,1,247.68,0.04,100.0,5.0,M1 E2,,,,,,,,,,,,,1-Jul-2008,Jean Blachot,2026-01-29
49,60,In,1,649.79,0.1,1/2-,0.0,0.0,,9/2+,0,649.8,0.2,100.0,,M4,,,,,,,,,,,0.0695,,31-May-2016,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,2026-01-29
49,60,In,2,980.92,0.11,3/2-,1.0,649.79,0.1,1/2-,0,331.2,0.2,100.0,,M1,,,,,,,0.96,,,,0.0203,,31-May-2016,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,2026-01-29
49,60,In,3,1026.39,0.08,11/2+,0.0,0.0,,9/2+,0,1026.4,0.1,100.0,,M1+E2,0.41,0.13,,,14.0,,0.1,,,,0.00133,3e-05,31-May-2016,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,2026-01-29
49,60,In,4,1099.31,0.08,5/2+,2.0,980.92,0.11,3/2-,0,119.0,0.6,0.2,0.1,[E1],,,0.0008,,,,,,,,0.1062,0.0022,31-May-2016,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,2026-01-29
49,60,In,4,1099.31,0.08,5/2+,0.0,0.0,,9/2+,1,1099.2,0.2,100.0,5.0,E2,,,,,25.0,,,,,,0.000985,,31-May-2016,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,2026-01-29
49,60,In,5,1171.71,0.16,1/2+,1.0,649.79,0.1,1/2-,0,521.9,0.2,100.0,,E1,,,,,,,,,,,0.00204,,31-May-2016,S. KUMAR(a) and  J. CHEN(b) AND F.G. KONDEV,2026-01-29
49,61,In,2,202.38,0.04,3+,1.0,62.08,0.04,2+,0,140.304,0.006,100.0,,M1(+E2),-0.04,0.06,,,,,,,,,0.199,0.004,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-01-29
49,61,In,3,321.2,0.04,4+,2.0,202.38,0.04,3+,0,118.819,0.006,100.0,3.0,M1+E2,-0.05,0.03,,,,,,,,,0.316,,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-01-29
49,61,In,3,321.2,0.04,4+,1.0,62.08,0.04,2+,1,259.12,0.05,2.9,0.14,,,,,,,,,,,,,,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-01-29
49,61,In,4,334.09,0.05,2+,2.0,202.38,0.04,3+,0,131.63,0.08,0.39,0.03,,,,,,,,,,,,,,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-01-29
49,61,In,4,334.09,0.05,2+,1.0,62.08,0.04,2+,1,272.018,0.015,100.0,3.0,M1+E2,0.06,0.04,,,20.0,,0.22,,,,0.0337,,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-01-29
49,61,In,5,342.55,0.05,1+,1.0,62.08,0.04,2+,0,280.459,0.015,100.0,4.0,M1(+E2),0.04,0.22,,,40.0,,0.2,,,,0.0311,0.0009,1-Aug-2011,G. G~URDAL and F.G. KONDEV,2026-01-29
49,62,In,1,536.99,0.07,1/2-,0.0,0.0,,9/2+,0,537.22,0.09,100.0,,M4,,,,,,,,,,,0.146,,1-Feb-2008,Jean Blachot,2026-01-29
49,62,In,2,802.92,0.07,3/2-,1.0,536.99,0.07,1/2-,0,265.7,0.6,100.0,,M1,,,,,,,,,,,0.036,,1-Feb-2008,Jean Blachot,2026-01-29
49,62,In,3,1101.8,0.07,5/2+,2.0,802.92,0.07,3/2-,0,298.6,0.7,3.9,0.2,E1,,,,,,,,,,,,,1-Feb-2008,Jean Blachot,2026-01-29
49,62,In,3,1101.8,0.07,5/2+,0.0,0.0,,9/2+,1,1101.18,0.24,100.0,4.0,E2,,,,,,,,,,,,,1-Feb-2008,Jean Blachot,2026-01-29
49,62,In,4,1152.85,0.06,11/2+,0.0,0.0,,9/2+,0,1152.98,0.11,100.0,,M1+E2,0.4,0.1,,,3.9,,0.04,,,,,,1-Feb-2008,Jean Blachot,2026-01-29
49,62,In,5,1187.62,0.07,1/2+,2.0,802.92,0.07,3/2-,0,384.6,0.2,0.62,0.2,,,,,,,,,,,,,,1-Feb-2008,Jean Blachot,2026-01-29
49,63,In,1,156.592,0.025,4+,0.0,0.0,,1+,0,156.61,0.03,100.0,,M3,,,,,,,,,,,6.5,,1-Aug-2014,S. LALKOVSKI and  F.G. KONDEV,2026-01-29
49,63,In,2,162.89,0.04,(5)+,1.0,156.592,0.025,4+,0,6.3,0.05,100.0,,[M1],,,,,,,,,,,240.0,7.0,1-Aug-2014,S. LALKOVSKI and  F.G. KONDEV,2026-01-29
49,63,In,3,206.717,0.02,(2)+,0.0,0.0,,1+,0,206.75,0.03,100.0,,M1,,,,,,,,,,,0.0692,,1-Aug-2014,S. LALKOVSKI and  F.G. KONDEV,2026-01-29
49,63,In,4,350.8,0.05,(7)+,2.0,162.89,0.04,(5)+,0,187.93,0.03,100.0,,E2,,,,,0.094,,,,,,0.1663,,1-Aug-2014,S. LALKOVSKI and  F.G. KONDEV,2026-01-29
49,63,In,5,456.426,0.024,(3)+,3.0,206.717,0.02,(2)+,0,249.68,0.03,100.0,,M1,,,,,,,,,,,0.042,,1-Aug-2014,S. LALKOVSKI and  F.G. KONDEV,2026-01-29
49,63,In,5,456.426,0.024,(3)+,0.0,0.0,,1+,1,456.4,0.05,3.0,0.5,,,,,,,,,,,,,,1-Aug-2014,S. LALKOVSKI and  F.G. KONDEV,2026-01-29
49,64,In,1,391.699,0.003,1/2-,0.0,0.0,,9/2+,0,391.698,0.003,100.0,,M4,,,,,,,,,,,0.551,,1-May-2009,Jean Blachot,2026-01-29
49,64,In,2,646.83,0.007,3/2-,1.0,391.699,0.003,1/2-,0,255.134,0.01,100.0,3.0,M1+E2,0.7,0.6,,,,,,,,,0.046,0.006,1-May-2009,Jean Blachot,2026-01-29
49,64,In,2,646.83,0.007,3/2-,0.0,0.0,,9/2+,1,646.83,0.01,0.00018,9e-05,[E3],,,,,,,,,,,0.00865,0.00013,1-May-2009,Jean Blachot,2026-01-29
49,64,In,3,1024.28,0.05,5/2+,2.0,646.83,0.007,3/2-,0,377.59,0.1,10.3,0.5,[E1],,,0.000139,,,,,,,,0.00449,7e-05,1-May-2009,Jean Blachot,2026-01-29
49,64,In,3,1024.28,0.05,5/2+,0.0,0.0,,9/2+,1,1024.3,0.1,100.0,0.7,E2,,,,,3.9,,,,,,,,1-May-2009,Jean Blachot,2026-01-29
49,64,In,4,1029.65,0.05,1/2+ 3/2+,2.0,646.83,0.007,3/2-,0,382.9,0.08,6.7,0.3,[E1],,,9.8e-07,,,,,,,,0.00433,6e-05,1-May-2009,Jean Blachot,2026-01-29
49,65,In,1,190.2682,0.0008,5+,0.0,0.0,,1+,0,190.2684,0.0008,100.0,,E4,,,,,,,,,,,5.04,,1-Jan-2012,Jean Blachot,2026-01-29
49,65,In,2,221.057,0.003,4+,1.0,190.2682,0.0008,5+,0,30.807,0.004,100.0,,M1,,,,,,,,,,,15.3,,1-Jan-2012,Jean Blachot,2026-01-29
49,65,In,3,287.734,0.003,2+,0.0,0.0,,1+,0,287.734,0.005,100.0,,M1,,,,,,,0.013,,,,0.029,,1-Jan-2012,Jean Blachot,2026-01-29
49,65,In,4,497.156,0.003,5+,2.0,221.057,0.003,4+,0,276.092,0.005,61.0,4.0,M1,,,,,,,0.0026,,,,0.032,,1-Jan-2012,Jean Blachot,2026-01-29
49,65,In,4,497.156,0.003,5+,1.0,190.2682,0.0008,5+,1,306.879,0.006,100.0,6.0,M1,,,,,,,0.0031,,,,0.025,,1-Jan-2012,Jean Blachot,2026-01-29
49,65,In,5,501.948,0.003,8-,1.0,190.2682,0.0008,5+,0,311.665,0.006,100.0,,E3,,,,,,,,,,,,,1-Jan-2012,Jean Blachot,2026-01-29
49,66,In,1,336.244,0.017,1/2-,0.0,0.0,,9/2+,0,336.241,0.025,100.0,,M4,,,,,,,,,,,1.081,,1-Sep-2012,JEAN BLACHOT,2026-01-29
49,66,In,2,597.144,0.018,3/2-,1.0,336.244,0.017,1/2-,0,260.896,0.003,100.0,,M1+E2,-0.09,0.06,,,,,0.0047,,,,0.0376,,1-Sep-2012,JEAN BLACHOT,2026-01-29
49,66,In,3,828.588,0.017,3/2+,2.0,597.144,0.018,3/2-,0,231.443,0.003,9.22,0.12,E1,,,3.78e-07,,,,,,,,0.01639,,1-Sep-2012,JEAN BLACHOT,2026-01-29
49,66,In,3,828.588,0.017,3/2+,1.0,336.244,0.017,1/2-,1,492.351,0.004,100.0,2.0,E1,,,3.4e-07,,,,,,,,,,1-Sep-2012,JEAN BLACHOT,2026-01-29
49,66,In,4,864.139,0.018,1/2+,3.0,828.588,0.017,3/2+,0,35.57,0.06,1.534,0.011,M1+E2,-0.173,0.016,,,121.0,,0.0066,,,,11.8,0.4,1-Sep-2012,JEAN BLACHOT,2026-01-29
49,66,In,4,864.139,0.018,1/2+,2.0,597.144,0.018,3/2-,1,266.985,0.01,0.335,0.011,E1,,,4.5e-08,,,,,,,,0.01112,,1-Sep-2012,JEAN BLACHOT,2026-01-29
49,67,In,2,223.33,0.006,4+,1.0,127.267,0.006,5+,0,96.1,0.2,100.0,,M1,,,,,,,0.18,,,,0.577,,1-Dec-2009,Jean Blachot,2026-01-29
49,67,In,3,272.966,0.002,2+,0.0,0.0,,1+,0,273.0,0.3,100.0,,M1,,,,,,,0.016,,,,,,1-Dec-2009,Jean Blachot,2026-01-29
49,67,In,4,289.66,0.006,8-,1.0,127.267,0.006,5+,0,162.393,0.007,100.0,,E3,,,,,,,,,,,1.73,,1-Dec-2009,Jean Blachot,2026-01-29
49,67,In,5,313.476,0.005,4+ 5+,2.0,223.33,0.006,4+,0,90.1,0.2,0.28,0.11,(M1),,,,,,,0.00013,,,,0.693,,1-Dec-2009,Jean Blachot,2026-01-29
49,67,In,5,313.476,0.005,4+ 5+,1.0,127.267,0.006,5+,1,186.2,0.1,100.0,8.0,M1,,,,,,,0.0054,,,,,,1-Dec-2009,Jean Blachot,2026-01-29
49,67,In,6,350.576,0.006,7-,4.0,289.66,0.006,8-,0,60.916,0.001,100.0,,M1,,,,,,,,,,,,,1-Dec-2009,Jean Blachot,2026-01-29
49,68,In,1,315.303,0.011,1/2-,0.0,0.0,,9/2+,0,315.302,0.013,100.0,,M4,,,,,,,,,,,1.464,,1-Mar-2009,JEAN BLACHOT,2026-01-29
49,68,In,2,588.653,0.015,3/2-,1.0,315.303,0.011,1/2-,0,273.349,0.018,100.0,,M1+E2,,,,,,,,,,,0.036,0.003,1-Mar-2009,JEAN BLACHOT,2026-01-29
49,68,In,3,659.765,0.013,3/2+,2.0,588.653,0.015,3/2-,0,71.12,0.02,2.2,0.3,E1,,,3.1e-07,,,,,,,,0.4588,,1-Mar-2009,JEAN BLACHOT,2026-01-29
49,68,In,3,659.765,0.013,3/2+,1.0,315.303,0.011,1/2-,1,344.459,0.01,100.0,2.0,E1,,,1.25e-07,,,,,,,,,,1-Mar-2009,JEAN BLACHOT,2026-01-29
49,68,In,4,748.07,0.03,7/2+,0.0,0.0,,9/2+,0,748.05,0.04,100.0,,,,,,,,,,,,,,,1-Mar-2009,JEAN BLACHOT,2026-01-29
49,68,In,5,749.488,0.014,1/2+,3.0,659.765,0.013,3/2+,0,89.73,0.01,33.3,2.0,E2+M1,-7.0,1.0,,,93.0,,2e-05,,,,2.26,0.01,1-Mar-2009,JEAN BLACHOT,2026-01-29
49,69,In,3,200.0,,8-,1.0,60.0,,5+,0,138.2,0.5,100.0,,(E3),,,,,,,,,,,3.56,,1-Feb-1993,K. KITAO,2026-01-29
49,70,In,1,311.37,0.03,1/2-,0.0,0.0,,9/2+,0,311.39,0.03,100.0,,M4,,,,,,,,,,,1.529,,1-Dec-2008,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,2026-01-29
49,70,In,2,604.18,0.07,3/2-,1.0,311.37,0.03,1/2-,0,292.9,0.1,100.0,,M1 E2,,,,,,,,,,,0.032,0.005,1-Dec-2008,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,2026-01-29
49,70,In,3,654.27,0.07,(3/2)+,2.0,604.18,0.07,3/2-,0,50.2,0.1,2.1,0.2,[E1],,,3.4e-07,,,,,,,,1.203,,1-Dec-2008,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,2026-01-29
49,70,In,3,654.27,0.07,(3/2)+,1.0,311.37,0.03,1/2-,1,343.0,0.1,100.0,9.0,E1,,,5.1e-08,,,,,,,,0.00574,8e-05,1-Dec-2008,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,2026-01-29
49,70,In,4,720.6,0.11,(7/2+),0.0,0.0,,9/2+,0,720.7,0.2,100.0,,,,,,,,,,,,,,,1-Dec-2008,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,2026-01-29
49,70,In,5,788.26,0.09,1/2+ 3/2+,3.0,654.27,0.07,(3/2)+,0,134.0,0.1,100.0,7.0,E2(+M1),1.1,,,,54.0,,0.0015,,,,0.47,0.08,1-Dec-2008,D. M. SYMOCHKO and  E. BROWNE and  J. K. TULI,2026-01-29
49,72,In,1,313.68,0.07,1/2-,0.0,0.0,,9/2+,0,313.6,0.09,100.0,,M4,,,,,,,,,,,1.481,,20-Jan-2009,S. OHYA,2026-01-29
49,72,In,2,637.9,0.07,3/2-,1.0,313.68,0.07,1/2-,0,324.22,0.1,100.0,,M1 E2,,,,,,,,,,,0.024,0.003,20-Jan-2009,S. OHYA,2026-01-29
49,72,In,3,987.17,0.1,(3/2+),2.0,637.9,0.07,3/2-,0,349.2,0.1,100.0,8.0,[E1],,,9.4e-07,,,,,,,,0.00548,8e-05,20-Jan-2009,S. OHYA,2026-01-29
49,72,In,3,987.17,0.1,(3/2+),1.0,313.68,0.07,1/2-,1,673.6,0.2,26.0,6.0,[E1],,,3.4e-08,,,,,,,,0.00115,1.7e-05,20-Jan-2009,S. OHYA,2026-01-29
